"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
06/17/2015,,"ACH Withdrawal EXT TRF ONLINE",-656.5,14572.27,,
06/17/2015,,"Daily Ledger Bal",,14572.27,,
06/18/2015,7497748661,"Guaranteed Check",45000,59572.27,,
06/18/2015,,"Daily Ledger Bal",,59572.27,,
06/19/2015,7497751096,"Guaranteed Check",15000,74572.27,,
06/19/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-1000,73572.27,,
06/19/2015,,"IB Debit IB TR TO ACCT *0306 Transfer Online from",-2500,71072.27,,
06/19/2015,,"IB Debit IB TR TO ACCT *0108 Transfer Online from",-3500,67572.27,,
06/19/2015,,"IB Debit IB TR TO ACCT *9306 Transfer Online from",-7500,60072.27,,
06/19/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-15000,45072.27,,
06/19/2015,,"ACH Withdrawal TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-4.99,45067.28,,
06/19/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-10000,35067.28,,
06/19/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-20000,15067.28,,
06/19/2015,,"Daily Ledger Bal",,15067.28,,
06/22/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-2000,13067.28,,
06/22/2015,,"ACH Withdrawal EXT TRF ONLINE",-646.32,12420.96,,
06/22/2015,,"Daily Ledger Bal",,12420.96,,
06/23/2015,,"Alliance Payoff MMA to LOC Sweep",-68435.47,-56014.51,,
06/23/2015,,"Alliance Payoff LOC to MMA Sweep",68435.47,12420.96,,
06/23/2015,,"Daily Ledger Bal",,12420.96,,
06/24/2015,,"ACH Deposit EXT TRF ONLINE",6000,18420.96,,
06/24/2015,7497757271,"Guaranteed Check",50000,68420.96,,
06/24/2015,,"IB Debit IB TR TO ACCT *1294 Transfer Online from",-2015,66405.96,,
06/24/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-3000,63405.96,,
06/24/2015,,"ACH Withdrawal EXT TRF ONLINE",-106.43,63299.53,,
06/24/2015,,"ACH Withdrawal EXT TRF ONLINE",-350,62949.53,,
06/24/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-900,62049.53,,
06/24/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-968.89,61080.64,,
06/24/2015,,"Daily Ledger Bal",,61080.64,,
06/25/2015,,"ACH Withdrawal BEST PASS INC. PAYMENT",-1746.54,59334.10,,
06/25/2015,,"Daily Ledger Bal",,59334.1,,
06/26/2015,7497761401,"Guaranteed Check",20000,79334.10,,
06/26/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-2000,77334.10,,
06/26/2015,,"IB Debit IB TR TO ACCT *0306 Transfer Online from",-2500,74834.10,,
06/26/2015,,"IB Debit IB TR TO ACCT *0108 Transfer Online from",-5000,69834.10,,
06/26/2015,,"IB Debit IB TR TO ACCT *9306 Transfer Online from",-7000,62834.10,,
06/26/2015,,"IB Debit IB TR TO ACCT *3068 Transfer Online from",-20000,42834.10,,
06/26/2015,,"ACH Withdrawal TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-37.07,42797.03,,
06/26/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-10000,32797.03,,
06/26/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-20000,12797.03,,
06/26/2015,,"Daily Ledger Bal",,12797.03,,
06/29/2015,170957012,"Guaranteed Check",1248,14045.03,,
06/29/2015,,"IB Debit IB TR TO ACCT *0108 Transfer Online from",-600,13445.03,,
06/29/2015,,"Daily Ledger Bal",,13445.03,,
06/30/2015,,"Alliance Payoff MMA to LOC Sweep",-78588.93,-65143.90,,
06/30/2015,,"Accr Earning Pymt Added to Account",5.45,-65138.45,,
06/30/2015,,"IB Debit IB TR TO ACCT *1294 Transfer Online from",-2015,-67153.45,,
06/30/2015,,"ACH Withdrawal EXT TRF ONLINE",-350,-67503.45,,
06/30/2015,,"Alliance Payoff LOC to MMA Sweep",78588.93,11085.48,,
06/30/2015,,"Daily Ledger Bal",,11085.48,,
07/01/2015,,"IB Debit IB TR TO ACCT *0720 Transfer Online from",-663,10422.48,,
07/01/2015,,"ACH Withdrawal CAPITAL ONE ONLINE PMT",-300,10122.48,,
07/01/2015,,"Daily Ledger Bal",,10122.48,,
07/03/2015,,"ACH Withdrawal TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-4.99,10117.49,,
07/03/2015,,"Daily Ledger Bal",,10117.49,,
