Date,No.,Description,Debit,Credit
7/24/2015,7952,DNH*GODADDY.COM 480-5058855 AZ 85260 US,15.17,
7/24/2015,7952,WIX.COM*111508267 800-6000949 NY 10011 US,4.95,
7/24/2015,7952,WIX.COM*111494706 800-6000949 NY 10011 US,2.99,
7/24/2015,0710,ZOHO CORPORATION 925-9249500 CA 94588 US,20,
7/24/2015,0710,ZOHO CORPORATION 925-9249500 CA 94588 US,44,
7/25/2015,1077,DNH*GODADDY.COM 480-5058855 AZ 85260 US,15.17,
7/25/2015,1481,THE UPS STORE 4848 PLEASANT GROV UT 84062 US,12.79,
7/25/2015,2794,JOES TOWING INC 219-9267460 IN 46304 US,555,
7/25/2015,0710,WIX.COM*111524050 800-6000949 NY 10011 US,15.95,
7/27/2015,2794,UTAH TRUCK & TRAILER OGDEN UT 84404 US,918.83,
7/27/2015,7952,WIX.COM*111541497 800-6000949 NY 10011 US,10.95,
7/27/2015,2423,USAIRWAYS 0372411219734 800-428-4322 AZ 85034 US,194.6,
7/27/2015,2583,LESTERS TRANSMISSION & 276-7553142 VA 24351 US,78,
7/27/2015,2583,OR DOT MOTOR CARRIER 503-3786699 OR 97301 US,133.16,
7/27/2015,2583,AMTRAK .COM 2060694579766 WASHINGTON DC 20002 US,70,
7/28/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,53.51,
7/28/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,61.35,
7/28/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,61.62,
7/28/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,59,
7/28/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,62,
7/28/2015,2948,RMG*REGUS/HQ 972-340-2021 TX 75001 US,59.85,
7/28/2015,2794,WARNER TRUCK CENTER 801-978-8000 UT 84120 US,300.83,
7/28/2015,2583,OR DOT MOTOR CARRIER 503-3786699 OR 97301 US,368.9,
7/28/2015,2583,VCN*NM TAX&REV/GALLUP MENTMORE NM 87319 US,47.95,
7/28/2015,9356,REPUBLIC SERVICES TRASH 866-576-5548 AZ 85054 US,257.93,
7/28/2015,0710,MPP 6149212450 00000 HK,87.5,
7/28/2015,2423,OR DOT MOTOR CARRIER 503-3786699 OR 97301 US,216.98,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1138,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,1481,THE UPS STORE 4848 PLEASANT GROV UT 84062 US,12.79,
7/29/2015,7441,INL - ALBANY CORP 229-6393294 GA 31707 US,1187.02,
7/29/2015,2948,RMG*REGUS 972-340-2021 TX 75001 US,66.2,
7/29/2015,2948,RMG*REGUS/HQ 972-340-2021 TX 75001 US,59,
7/29/2015,2948,RMG*REGUS/HQ 972-340-2021 TX 75001 US,64.9,
7/29/2015,2948,DAVINCI VIRTUAL OFFICE SO 801-9909200 UT 84106 US,50,
7/29/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,75.03,
7/29/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,29.28,
7/29/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,1.83,
7/29/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,1.83,
7/29/2015,7952,GREYHOUND LINES CNP 214-849-8966 TX 75201 US,288.5,
7/29/2015,7952,WIX.COM*111612184 800-6000949 NY 10011 US,9.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,19.95,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/29/2015,0710,GOLDEN FROG INC. 512-215-4183 TX 78746 US,14.99,
7/29/2015,0710,ZOHO CORPORATION 925-9249500 CA 94588 US,,44
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,29.9,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,19.95,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,29.9,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,29.9,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/30/2015,8903,POSTSCAN MAIL 800-6245866 CA 92801 US,24.9,
7/30/2015,2794,7-ELEVEN 36430 PROVO UT 84606 US,93.27,
7/30/2015,2794,INTERNET TRUCKSTOP LLC 800-2032540 ID 83655 US,35,
7/30/2015,2794,BESTPASS INC 518-4581579 NY 12205 US,1596.57,
7/30/2015,2794,TA #93 FLORENCE FLORENCE KY 41042 US,338.87,
7/30/2015,7952,EXPEDIA*1112333634113 EXPEDIA.COM NV 89144 US,19,
7/30/2015,7952,AMERICAN AI 0017668318613 BELLEVUE WA 85034 US,231.6,
7/30/2015,2423,SAPP BROS SERVICE CENT COMMERCE CITY CO 80022 US,395.83,
7/30/2015,9356,CAPITAL ONE ONLINE PYMT AuthDate 30-JUL,,6000
7/31/2015,1138,TA # 10 GARY GARY IN 46406 US,335.95,
7/31/2015,1481,USPS 49700401634502781 PLEASANT GROV UT 84062 US,5.75,
7/31/2015,2794,METALMART CO LEHI UT 84043 US,35.21,
7/31/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,1.53,
7/31/2015,9356,RINGCENTRAL INC 650-4724100 CA 94002 US,1.53,
7/31/2015,7952,DNH*GODADDY.COM 480-5058855 AZ 85260 US,13.17,
7/31/2015,0710,RINGCENTRAL INC 650-4724100 CA 94002 US,7.44,
7/31/2015,0710,WIX.COM*111672811 800-6000949 NY 10011 US,31.9,
8/1/2015,1138,CAROLINA INTL TRUCKS GREER SC 29650 US,290.69,
8/1/2015,1138,SAPP BROS SERVICE CENT SALT LAKE CIT UT 84104 US,70.09,
8/1/2015,1138,TRAVEL CTRS OF AMERICA COMMERCE CITY CO 80022 US,473.87,
8/1/2015,1077,DNH*GODADDY.COM 480-5058855 AZ 85260 US,17.17,
8/1/2015,1481,THE UPS STORE 5266 PROVO UT 84604 US,5,
8/1/2015,2794,THE HOME DEPOT 4417 AMERICAN FORK UT 84003 US,37.59,
8/1/2015,2794,0RIDLEY'S FAMILY MA OREM UT 84057 US,2.23,
8/1/2015,7952,UTAH CORPORATIONS REG 801-530-6431 UT 84114 US,22,
8/1/2015,7952,POSTSCAN MAIL 800-6245866 CA 92801 US,19.95,
8/1/2015,7952,DNH*GODADDY.COM 480-5058855 AZ 85260 US,15.17,
8/1/2015,7952,FMCSA OP1 COLLECTIO 405-954-3295 DC 20590 US,300,
8/1/2015,7952,FMCSA OP1 COLLECTIO 405-954-3295 DC 20590 US,300,
