"Date","No.","Description","Debit","Credit"
"7/23/2015","2794","CARRIER TRANSICO 919-661-1186 NC 28262 US","1537.28",""
"7/23/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","50.00",""
"7/23/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","28.38",""
"7/23/2015","2730","FEDEXOFFICE 00055962 OREM UT 84058 US","9.08",""
"7/23/2015","9356","AmazonPrime Membership amzn.com/prme NV 89450 US","99.00",""
"7/23/2015","7952","WIX.COM*111484647 800-6000949 NY 10011 US","12.95",""
"7/23/2015","7952","WIX.COM*111471020 800-6000949 NY 10011 US","10.95",""
"7/23/2015","2423","FEDEXOFFICE 00004218 DES MOINES IA 50309 US","12.47",""
"7/23/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 23-JUL","","20000.00"
"7/24/2015","2794","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","4.88",""
"7/24/2015","2794","TA # 10 GARY GARY IN 46406 US","347.55",""
"7/24/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","78.72",""
"7/24/2015","2730","THE HOME DEPOT 4407 LINDON UT 84042 US","","7.26"
"7/24/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","5.75",""
"7/24/2015","7952","EXPEDIA*1111783997957 EXPEDIA.COM NV 89144 US","21.00",""
"7/24/2015","7952","AMERICAN AI 0017667037745 BELLEVUE WA 85034 US","293.60",""
"7/24/2015","7952","USAIRWAYS 0372410961776 800-428-4322 AZ 85034 US","60.00",""
"7/24/2015","7952","NATIONAL INDEMNITY CO 866-920-5220 NE 68131 US","1381.00",""
"7/24/2015","7952","DNH*GODADDY.COM 480-5058855 AZ 85260 US","15.17",""
"7/24/2015","7952","WIX.COM*111508267 800-6000949 NY 10011 US","4.95",""
"7/24/2015","7952","WIX.COM*111494706 800-6000949 NY 10011 US","2.99",""
"7/24/2015","0710","ZOHO CORPORATION 925-9249500 CA 94588 US","20.00",""
"7/24/2015","0710","ZOHO CORPORATION 925-9249500 CA 94588 US","44.00",""
"7/25/2015","1077","DNH*GODADDY.COM 480-5058855 AZ 85260 US","15.17",""
"7/25/2015","1481","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","12.79",""
"7/25/2015","2794","JOES TOWING INC 219-9267460 IN 46304 US","555.00",""
"7/25/2015","0710","WIX.COM*111524050 800-6000949 NY 10011 US","15.95",""
"7/27/2015","2794","UTAH TRUCK & TRAILER OGDEN UT 84404 US","918.83",""
"7/27/2015","7952","WIX.COM*111541497 800-6000949 NY 10011 US","10.95",""
"7/27/2015","2423","USAIRWAYS 0372411219734 800-428-4322 AZ 85034 US","194.60",""
"7/27/2015","2583","LESTERS TRANSMISSION & 276-7553142 VA 24351 US","78.00",""
"7/27/2015","2583","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","133.16",""
"7/27/2015","2583","AMTRAK .COM 2060694579766 WASHINGTON DC 20002 US","70.00",""
