Date,Ref/Check,Description,Amount,Balance,Memo,Category
8/10/2015,,Wire Out Garrett Barber,-1973.56,3138.14,,
8/10/2015,,Other Withdrawal GOOGLE WALLET 000528429 DEBIT,-30,3108.14,,
8/10/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-129.1,2979.04,,
8/10/2015,,Daily Ledger Bal,,2979.04,,
8/11/2015,,Alliance Payoff MMA to LOC Sweep,-8000.87,-5021.83,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-5.56,-5027.39,,
8/11/2015,,Other Withdrawal GOOGLE WALLET 000528550 DEBIT,-110,-5137.39,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-449.12,-5586.51,,
8/11/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-1884.53,-7471.04,,
8/11/2015,,Alliance Payoff LOC to MMA Sweep,8000.87,529.83,,
8/11/2015,,Daily Ledger Bal,,529.83,,
8/12/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3000,3529.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-20,3509.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-34,3475.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-40,3435.83,,
8/12/2015,,Other Withdrawal GOOGLE WALLET 000528894 DEBIT,-80,3355.83,,
8/12/2015,,Daily Ledger Bal,,3355.83,,
8/13/2015,,Other Withdrawal GOOGLE WALLET 000529022 DEBIT,-20,3335.83,,
8/13/2015,,Other Withdrawal HARLAND CLARKE CHK ORDERS,-20.85,3314.98,,
8/13/2015,,Daily Ledger Bal,,3314.98,,
8/14/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3200,6514.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-10,6504.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-20,6484.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-30,6454.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-30,6424.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6384.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6344.98,,
8/14/2015,,Other Withdrawal GOOGLE WALLET 000529121 DEBIT,-40,6304.98,,
8/14/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-3000,3304.98,,
8/16/2015,,Analysis Charge 07 2015 Charge,-11.27,3293.71,,
8/16/2015,,Daily Ledger Bal,,3293.71,,
8/17/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1000,4293.71,,
8/17/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,6293.71,,
8/17/2015,,Wire Out Garrett Barber,-1899.13,4394.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-10,4384.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-12,4372.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-30,4342.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-31,4311.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-40,4271.58,,
8/17/2015,,Other Withdrawal GOOGLE WALLET 000529286 DEBIT,-50,4221.58,,
8/17/2015,,Daily Ledger Bal,,4221.58,,
8/18/2015,,Alliance Payoff MMA to LOC Sweep,-8819.28,-4597.7,,
8/18/2015,,Other Withdrawal GOOGLE WALLET 000529390 DEBIT,-2,-4599.7,,
8/18/2015,,Other Withdrawal GOOGLE WALLET 000529390 DEBIT,-5,-4604.7,,
8/18/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-7.62,-4612.32,,
8/18/2015,,Other Withdrawal GOOGLE WALLET 000529390 DEBIT,-30,-4642.32,,
8/18/2015,,Other Withdrawal GOOGLE WALLET 000529390 DEBIT,-40,-4682.32,,
8/18/2015,,Other Withdrawal GOOGLE WALLET 000529390 DEBIT,-40,-4722.32,,
8/18/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-673.94,-5396.26,,
8/18/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-2512.47,-7908.73,,
8/18/2015,,Alliance Payoff LOC to MMA Sweep,8819.28,910.55,,
8/18/2015,,Daily Ledger Bal,,910.55,,
8/19/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2000,2910.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-10,2900.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-12,2888.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-45,2843.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-50,2793.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-80,2713.55,,
8/19/2015,,Other Withdrawal GOOGLE WALLET 000529684 DEBIT,-100,2613.55,,
8/19/2015,,Daily Ledger Bal,,2613.55,,
8/20/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1005,3618.55,,
8/20/2015,,POS Payment WAL-MART #5270 LINDON UT #7552,-4.88,3613.67,,
8/20/2015,,POS Payment LES SCHWAB TIRES #0508 LINDON UT #7552,-231.5,3382.17,,
8/20/2015,,Daily Ledger Bal,,3382.17,,
8/21/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3200,6582.17,,
8/21/2015,,POS Payment THE HOME DEPOT 4407 LINDON UT #7552,-22.28,6559.89,,
8/21/2015,,POS Payment USPS 49663001534502450 OREM UT #7552,-44.49,6515.4,,
8/21/2015,,POS Payment EXXONMOBIL 47263868 OREM UT #7552,-52,6463.4,,
8/21/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-2500,3963.4,,
8/21/2015,,Daily Ledger Bal,,3963.4,,
8/24/2015,,Rebate Prog. Credit FUEL REBATE,0.91,3964.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530206 REFUND,30,3994.31,,
8/24/2015,,ACH Deposit GOOGLE WALLET 000530461 REFUND,30,4024.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530105 DEBIT,-10,4014.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-15,3999.31,,
8/24/2015,,Other Withdrawal GOOGLE WALLET 000530087 DEBIT,-60,3939.31,,
8/24/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,3874.76,,
8/24/2015,,Daily Ledger Bal,,3874.76,,
8/25/2015,,ACH Deposit GOOGLE WALLET 000530580 REFUND,100,3974.76,,
8/25/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3501,7475.76,,
8/25/2015,,Alliance Payoff MMA to LOC Sweep,-6489.07,986.69,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-7.6,979.09,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-669.34,309.75,,
8/25/2015,,Other Withdrawal ADP TX/FINCL SVC ADP - TAX,-2510.43,-2200.68,,
8/25/2015,,Alliance Payoff LOC to MMA Sweep,6489.07,4288.39,,
8/25/2015,,Daily Ledger Bal,,4288.39,,
8/27/2015,,ACH Deposit ADP PAYROLL FEES ADP - FEES,300,4588.39,,
8/27/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,1001,5589.39,,
8/27/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-3500,2089.39,,
8/27/2015,,Daily Ledger Bal,,2089.39,,
8/28/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,3000,5089.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-10,5079.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-14,5065.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-29,5036.39,,
8/28/2015,,Other Withdrawal GOOGLE WALLET 000530788 DEBIT,-64,4972.39,,
8/28/2015,,Daily Ledger Bal,,4972.39,,
8/31/2015,,ACH Deposit GOOGLE WALLET 000531078 REFUND,5,4977.39,,
8/31/2015,,IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D,2160,7137.39,,
8/31/2015,,Alliance Payoff MMA to LOC Sweep,-6836.55,300.84,,
8/31/2015,,Accr Earning Pymt Added to Account,0.68,301.52,,
8/31/2015,,Wire Out Garrett Barber,-2155,-1853.48,,
8/31/2015,,Other Withdrawal ADP PAYROLL FEES ADP - FEES,-64.55,-1918.03,,
8/31/2015,,Other Withdrawal CAPITAL ONE ONLINE PMT,-1000,-2918.03,,
8/31/2015,,Alliance Payoff LOC to MMA Sweep,6836.55,3918.52,,
8/31/2015,,Fee Charge Over Limit Fee Auto,-139.5,3779.02,,
8/31/2015,,Fee Payment Over Limit Fee,139.5,3918.52,,
8/31/2015,,Daily Over Limit Over Limit Fee,-139.5,3779.02,,
8/31/2015,,Daily Ledger Bal,,3779.02,,
