"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-590.82,6721.84,,
11/02/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,4721.84,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-2453.02,2268.82,,
11/02/2015,,"Daily Ledger Bal",,2268.82,,
11/03/2015,,"ACH Deposit ADP PAYROLL FEES ADP - FEES",450,2718.82,,
11/03/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,4719.82,,
11/03/2015,,"Daily Ledger Bal",,4719.82,,
11/04/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",5501,10220.82,,
11/04/2015,,"POS Payment SIG BPI QUEZON CITY #9421",-122.03,10098.79,,
11/04/2015,,"POS Payment SIG CLPN PGOLD 02 CLPN PGOL #9561",-154.14,9944.65,,
11/04/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-2.02,9942.63,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9215",-218.36,9724.27,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9215",-38.53,9685.74,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9280",-164.84,9520.90,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,9302.54,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,9084.18,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-218.36,8865.82,,
11/04/2015,,"POS Payment SIG 14874871 TAGUIG B3 #9074",-111.32,8754.50,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9140",-218.36,8536.14,,
11/04/2015,,"POS Payment SIG BPI QUEZON #9140",-188.39,8347.75,,
11/04/2015,,"POS Payment SIG BPI CEBU #9355",-128.45,8219.30,,
11/04/2015,,"POS Payment SIG GOOGLE *Wang Chao GOOGLE.COM CH GB #9421",-2.02,8217.28,,
11/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2002,6215.28,,
11/04/2015,,"Daily Ledger Bal",,6215.28,,
