"Date","No.","Description","Debit","Credit"
"6/17/2015","9122","EXPEDIA*1108251577481 EXPEDIA.COM NV 89144 US","","70.50"
"6/17/2015","9122","EXPEDIA*1108251577481 EXPEDIA.COM NV 89144 US","","70.50"
"6/17/2015","9122","TA MISSOULA MISSOULA MT 59807 US","89.83",""
"6/17/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","252.50",""
"6/17/2015","8461","SOUTHWES 5262118266654 800-435-9792 TX 75235 US","249.99",""
"6/17/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","17.50",""
"6/17/2015","2794","THE HOME DEPOT 4416 PROVO UT 84601 US","60.77",""
"6/17/2015","2730","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","15.16",""
"6/17/2015","9356","UTAH-DMV OFFICES SALT LAKE CIT UT 84134 US","10.00",""
"6/17/2015","9356","LINDON CITY CORP 801-785-5043 UT 84042 US","825.26",""
"6/17/2015","9356","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA 98109 US","29.69",""
"6/17/2015","2423","EXPEDIA*1108274948016 EXPEDIA.COM NV 89144 US","54.05",""
"6/17/2015","2423","PAPA JOHN'S #01283.COM 801-762-0400 UT 84058 US","14.81",""
"6/17/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","143.23",""
"6/18/2015","9122","EXPEDIA*1108358861184 EXPEDIA.COM NV 89144 US","76.95",""
"6/18/2015","9122","TOURWAY INN OF BIRMINGHAM BIRMINGHAM AL 35203 US","65.00",""
"6/18/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","275.50",""
"6/18/2015","8461","SOUTHWES 5262118589896 800-435-9792 TX 75235 US","341.01",""
"6/18/2015","8461","USAIRWAYS 0372406613399 800-428-4322 AZ 85034 US","329.10",""
"6/18/2015","2794","WARNER TRUCK CENTER 801-978-8000 UT 84120 US","344.89",""
"6/18/2015","2794","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","59.00",""
"6/18/2015","2730","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","12.79",""
"6/18/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","53.40",""
"6/18/2015","2730","WM SUPERCENTER #5270 LINDON UT 84042 US","7.45",""
"6/18/2015","9356","WALMART.COM 8009666546 800-966-6546 AR 72716 US","245.74",""
"6/18/2015","9356","WM SUPERCENTER #5270 LINDON UT 84042 US","5.84",""
"6/18/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/18/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/18/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/18/2015","7952","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","12.00",""
"6/18/2015","7952","WAL-MART #5270 LINDON UT 84042 US","149.94",""
"6/18/2015","7952","FEDEXOFFICE 00055962 OREM UT 84058 US","4.25",""
"6/18/2015","7952","WAL-MART #5270 LINDON UT 84042 US","158.35",""
"6/18/2015","2423","EXPRESS SHUTTLE SALT LAKE CIT UT 84122 US","38.00",""
"6/18/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 18-JUN","","20000.00"
"6/19/2015","9122","UNITED 0162453618336 800-932-2732 TX 77002 US","486.60",""
"6/19/2015","9122","UNITED 0162926938241 800-932-2732 TX 77002 US","54.00",""
"6/19/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","302.50",""
"6/19/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","288.50",""
"6/19/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","189.50",""
"6/19/2015","8461","USAIRWAYS 0372406613399 800-428-4322 AZ 85034 US","","329.10"
"6/19/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","20.13",""
"6/19/2015","8673","USAIRWAYS 0372406831781 800-428-4322 AZ 85034 US","176.10",""
"6/19/2015","2730","FEDEXOFFICE 00055962 OREM UT 84058 US","25.58",""
"6/19/2015","2730","FEDEXOFFICE 00055962 OREM UT 84058 US","1.40",""
"6/19/2015","2730","WM SUPERCENTER #5270 LINDON UT 84042 US","37.31",""
"6/19/2015","9356","CROSSFIT LEHI 801-6183390 UT 84043 US","100.00",""
"6/19/2015","9356","PIZZA REV 0015 WEST VALLEY UT 84120 US","21.53",""
"6/19/2015","7952","DOLRTREE 5036 00050369 LINDON UT 84042 US","58.04",""
"6/19/2015","7952","WM SUPERCENTER #5270 LINDON UT 84042 US","17.60",""
"6/19/2015","2423","EXPEDIA*1108465182964 EXPEDIA.COM NV 89144 US","70.50",""
"6/19/2015","2423","TA #228 LIMON LIMON CO 80828 US","29.90",""
"6/20/2015","9122","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","238.00",""
"6/20/2015","9122","UNITED 0162926938241 800-932-2732 TX 77002 US","","54.00"
"6/20/2015","8461","EXPEDIA*1108571182080 EXPEDIA.COM NV 89144 US","94.59",""
"6/20/2015","8461","WM SUPERCENTER #5270 LINDON UT 84042 US","179.10",""
"6/20/2015","2794","OREILLY AUTO 00029629 OREM UT 84057 US","119.66",""
"6/20/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","5.75",""
"6/20/2015","2730","WAL-MART #5270 LINDON UT 84042 US","74.16",""
"6/20/2015","2583","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","","5822.00"
"6/20/2015","9356","VERACITY NETWORKS 801-379-3000 UT 84601 US","341.99",""
"6/20/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/20/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","19.95",""
"6/20/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/20/2015","7952","VIRTUALPOSTMAIL.COM 909-235-6245 CA 91789 US","30.00",""
"6/20/2015","7952","WIX.COM*110686891 800-6000949 NY 10011 US","19.90",""
"6/20/2015","2423","EXPEDIA*1108564687764 EXPEDIA.COM NV 89144 US","126.10",""
"6/22/2015","8903","SPEEDY TRUCK WASH INC 559-801-1599 CA 93725 US","30.00",""
"6/22/2015","8903","TA # 2 GREENSBORO WHITSETT NC 27377 US","55.19",""
"6/22/2015","8400","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","251.50",""
"6/22/2015","9122","EXPEDIA*1108652798896 EXPEDIA.COM NV 89144 US","7.00",""
"6/22/2015","9122","AMERICAN AI 0017659423198 BELLEVUE WA 74133 US","467.60",""
"6/22/2015","8461","UNITED 0162453929287 800-932-2732 TX 77002 US","282.60",""
"6/22/2015","2794","THE HOME DEPOT 4407 LINDON UT 84042 US","38.31",""
"6/22/2015","7952","EXPEDIA*1108641797667 EXPEDIA.COM NV 89144 US","19.00",""
"6/22/2015","7952","EXPEDIA*1108642619229 EXPEDIA.COM NV 89144 US","19.00",""
"6/22/2015","7952","UNITED 0167659373535 800-932-2732 TX 77002 US","186.60",""
"6/22/2015","7952","UNITED 0167625687009 800-932-2732 TX 77002 US","232.60",""
"6/22/2015","7952","CHEVRON 00204564 LEHI UT 84043 US","25.00",""
"6/22/2015","2423","EXPEDIA*1108668789529 EXPEDIA.COM NV 89144 US","71.29",""
"6/22/2015","8903","TRUCK TUB TULARE CA 93274 US","37.00",""
"6/22/2015","8903","SAPP BROS SERVICE CENT SALT LAKE CIT UT 84104 US","1963.94",""
"6/22/2015","8903","WESTERN STATES TRUCK S ROCKER MT 59701 US","559.00",""
"6/22/2015","8903","TA # 54 MOBILE GRAND BAY AL 36541 US","99.69",""
"6/22/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","164.50",""
"6/22/2015","8461","EXPRESS SHUTTLE 801-596-1600 UT 84122 US","17.00",""
"6/22/2015","9356","BEST BUY 00014027 AMERICAN FORK UT 84003 US","512.87",""
"6/22/2015","7952","DNH*GODADDY.COM 480-5058855 AZ 85260 US","32.34",""
"6/23/2015","8461","EXPEDIA*1108821804494 EXPEDIA.COM NV 89144 US","70.98",""
"6/23/2015","8673","DAT SOLUTIONS 800-328-530 800-3285302 OR 97008 US","149.00",""
"6/23/2015","2794","THE HOME DEPOT 4416 PROVO UT 84601 US","317.05",""
"6/23/2015","2794","LOANSTAR LEASING 8014335425 UT 84119 US","19858.32",""
"6/23/2015","2730","WAL-MART #5270 LINDON UT 84042 US","243.44",""
"6/23/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/23/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/23/2015","0710","ZOHO CORPORATION 925-9249500 CA 94588 US","20.00",""
"6/23/2015","0710","ZOHO CORPORATION 925-9249500 CA 94588 US","44.00",""
"6/23/2015","2423","TA # 49 ROCKWALL ROCKWALL TX 75032 US","637.84",""
"6/24/2015","8400","WWW CALLFIRE COM 213-221-2289 CA 90401 US","150.00",""
"6/24/2015","7441","INL - ALBANY CORP 229-6393294 GA 31707 US","21.50",""
"6/24/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","137.50",""
"6/24/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","20.13",""
"6/24/2015","8461","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","25.00",""
"6/24/2015","8461","MAVERIK #358 LEHI UT 84043 US","10.01",""
"6/24/2015","2794","RUSH TRK CTR SLC SALT LAKE CIT UT 84104 US","8.62",""
"6/24/2015","2730","USPS 49700401634502781 PLEASANT GROV UT 84062 US","2.32",""
"6/24/2015","2583","METALMART CO LEHI UT 84043 US","45.89",""
"6/24/2015","2583","MIDWEST EXPRESS INC 308-3950716 NE 68801 US","314.92",""
"6/24/2015","2583","MAIN TIRE AND SERVICE SALT LAKE CIT UT 84104 US","1563.94",""
"6/24/2015","9356","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA 98109 US","63.50",""
"6/24/2015","7952","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","2529.20",""
"6/24/2015","7952","WIX.COM*110787573 800-6000949 NY 10011 US","10.95",""
"6/24/2015","7952","WIX.COM*110800317 800-6000949 NY 10011 US","12.95",""
"6/24/2015","7952","WIX.COM*110815871 800-6000949 NY 10011 US","2.99",""
"6/24/2015","2423","EXPEDIA*1108907173007 EXPEDIA.COM NV 89144 US","70.18",""
"6/24/2015","2423","EXPEDIA*1108914787131 EXPEDIA.COM NV 89144 US","56.68",""
"6/24/2015","2423","EXPEDIA*1108915463192 EXPEDIA.COM NV 89144 US","56.49",""
"6/24/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","86.46",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"6/25/2015","1138","INTERSTATE AUTHORITY LLC 405-255-3211 OK 73160 US","50.00",""
"6/25/2015","9122","EXPEDIA*1108990392681 EXPEDIA.COM NV 89144 US","56.10",""
"6/25/2015","9122","TA #230 BIG SPRING BIG SPRING TX 79720 US","3337.21",""
"6/25/2015","8461","UNITED 0162454328005 800-932-2732 TX 77002 US","187.60",""
"6/25/2015","2794","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","63.50",""
"6/25/2015","2794","PAYPAL *HOSTGATOR 713-574-5287 TX 77092 US","17.90",""
"6/25/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","391.87",""
"6/25/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","105.78",""
"6/25/2015","9356","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","5.96",""
"6/25/2015","7952","POSTSCAN MAIL 800-624-5866 CA 92801 US","24.90",""
"6/25/2015","7952","WIX.COM*110828947 800-6000949 NY 10011 US","4.95",""
"6/25/2015","0710","WIX.COM*110845753 800-6000949 NY 10011 US","15.95",""
"6/25/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","68.62",""
"6/25/2015","2423","PETRO FLORENCE #393 FLORENCE SC 29501 US","83.76",""
"6/25/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 25-JUN","","20000.00"
"6/26/2015","1138","NATIONAL INDEMNITY CO 866-920-5220 NE 68131 US","1407.00",""
"6/26/2015","9122","EXPEDIA*1109103248154 EXPEDIA.COM NV 89144 US","56.10",""
"6/26/2015","8461","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","132.83",""
"6/26/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","20.13",""
"6/26/2015","8461","ADA COUNTY DISTRICT COURT 888-4070931 NM 87109 US","75.08",""
"6/26/2015","2583","RUSH TRK CTR SPRINGVILLE SPRINGVILLE UT 84663 US","882.25",""
"6/26/2015","7952","DRIVER LICENSE OREM OREM UT 84057 US","40.00",""
"6/26/2015","7952","PARAMOUNT ACCEPTANCE HOLLADAY UT 84117 US","40.06",""
"6/26/2015","7952","AUTOZONE #6231 PLEASANT GROV UT 84062 US","44.79",""
"6/26/2015","2423","EXPEDIA*1109120748741 EXPEDIA.COM NV 89144 US","66.43",""
"6/26/2015","2423","CLARION HOTEL & CONFERENC DAVENPORT IA 52806 US","63.84",""
"6/26/2015","2423","FEDEXOFFICE 00013870 WILKES BARRE PA 18702 US","6.34",""
"6/27/2015","1481","USPS 49700401634502781 PLEASANT GROV UT 84062 US","11.50",""
"6/27/2015","8400","MPP 6149212450 00000 HK","182.95",""
"6/27/2015","9122","EXPEDIA*1109202597729 EXPEDIA.COM NV 89144 US","56.10",""
"6/27/2015","8461","UNITED 0162454610263 800-932-2732 TX 77002 US","239.60",""
"6/27/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","17.50",""
"6/27/2015","8461","TRAVEL INSURANCE POLICY 800-729-6021 VA 23294 US","17.50",""
"6/27/2015","8461","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","56.19",""
"6/27/2015","2583","UTILITY TRAILER SALES SALT LAKE CIT UT 84120 US","357.48",""
"6/27/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","234.63",""
"6/27/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","5.56",""
"6/27/2015","7952","WIX.COM*110861590 800-6000949 NY 10011 US","10.95",""
"6/27/2015","2423","EXPEDIA*1109245981418 EXPEDIA.COM NV 89144 US","62.20",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","53.27",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","60.41",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","62.08",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","59.00",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","59.00",""
"6/29/2015","2948","RMG*REGUS 972-340-2021 TX 75001 US","59.00",""
"6/29/2015","2948","RMG*REGUS/HQ 972-340-2021 TX 75001 US","59.00",""
"6/29/2015","2948","RMG*REGUS/HQ 972-340-2021 TX 75001 US","59.00",""
"6/29/2015","2948","RMG*REGUS/HQ 972-340-2021 TX 75001 US","63.63",""
"6/29/2015","8461","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","302.50",""
"6/29/2015","8461","USAIRWAYS 0372407868633 800-428-4322 AZ 85034 US","204.10",""
"6/29/2015","8461","USAIRWAYS 0372407940343 800-428-4322 AZ 85034 US","250.10",""
"6/29/2015","8461","EXPRESS SHUTTLE 801-596-1600 UT 84122 US","40.00",""
"6/29/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","96.26",""
"6/29/2015","7952","WIX.COM*110935672 800-6000949 NY 10011 US","9.90",""
"6/29/2015","0710","MPP 6149212450 00000 HK","87.50",""
"6/29/2015","8903","TRUCK TUB TULARE CA 93274 US","73.00",""
"6/29/2015","8903","MITTEN TA TRAVEL PLAZA OAKLEY KS 67748 US","36.03",""
"6/29/2015","2948","DAVINCI VIRTUAL OFFICE SO 801-9909200 UT 84106 US","50.00",""
"6/29/2015","9122","QUALITY INN RAYNHAM MA 02767 US","71.49",""
"6/29/2015","0710","GOLDEN FROG INC. 512-215-4183 TX 78746 US","14.99",""
"6/29/2015","2423","EXPEDIA*1109398519701 EXPEDIA.COM NV 89144 US","111.99",""
"6/30/2015","1138","MONROE COUNTY VITAL STATI 585-274-6140 NY 14620 US","55.00",""
"6/30/2015","8903","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","131.85",""
"6/30/2015","8903","GATEWAY INDUSTRIAL POWER COLLINSVILLE IL 62234 US","1362.25",""
"6/30/2015","2730","FASTENAL COMPANY01 OREM UT 84057 US","18.01",""
"6/30/2015","2730","WM SUPERCENTER #5270 LINDON UT 84042 US","298.65",""
"6/30/2015","2583","FASTENAL COMPANY01 OREM UT 84057 US","81.74",""
"6/30/2015","2423","RUSS AUTOMOTIVE 573-592-0208 MO 65251 US","740.00",""
"6/30/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","68.62",""
"7/1/2015","1138","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","265.50",""
"7/1/2015","1138","UTAH CORPORATIONS REG 801-530-6431 UT 84114 US","22.00",""
"7/1/2015","1138","USAIRWAYS 0372408199249 800-428-4322 AZ 85034 US","200.00",""
"7/1/2015","1138","FMCSA OP1 COLLECTIO 405-954-3295 DC 20590 US","300.00",""
"7/1/2015","1138","INTERSTATE AUTHORITY LLC 405-255-3211 OK 73160 US","50.00",""
"7/1/2015","9122","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","37.99",""
"7/1/2015","8673","INTERNET TRUCKSTOP LLC 800-2032540 ID 83655 US","35.00",""
"7/1/2015","2794","PILOT Snowville UT 84336 US","72.40",""
"7/1/2015","2794","BURGER KING #11177 BOISE ID 83716 US","4.34",""
"7/1/2015","2794","THE HOME DEPOT 4407 LINDON UT 84042 US","36.37",""
"7/1/2015","2794","TA #167 BOISE BOISE ID 83705 US","4.23",""
"7/1/2015","2794","TA # 167 BOISE BOISE ID 83705 US","2.00",""
"7/1/2015","2730","WAL-MART #5270 LINDON UT 84042 US","24.52",""
"7/1/2015","2583","BIG O TIRES OF NORTH OREM OREM UT 84057 US","672.95",""
"7/1/2015","9356","SQ *CROWNE CENTURIO LINDON UT 84042 US","87.50",""
"7/1/2015","9356","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA 98109 US","70.40",""
"7/1/2015","7952","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","120.50",""
"7/1/2015","7952","EXPEDIA*1109571614506 EXPEDIA.COM NV 89144 US","19.00",""
"7/1/2015","7952","UNITED 0167626534324 800-932-2732 TX 77002 US","292.60",""
"7/1/2015","7952","AMERICAN AI 0017661400657 BELLEVUE WA 74133 US","233.60",""
"7/1/2015","7952","EXXONMOBIL 47263868 OREM UT 84057 US","20.00",""
"7/1/2015","0710","WIX.COM*110989268 800-6000949 NY 10011 US","31.90",""
"7/1/2015","2423","EXPEDIA*1109593740376 EXPEDIA.COM NV 89144 US","72.07",""
"7/1/2015","2423","MHC KENWORTH COLUMBIA 573-817-2520 MO 65201 US","1301.12",""
"7/1/2015","2423","BUDGET HOST FRONTIER I SUSANVILLE CA 96130 US","65.56",""
"7/1/2015","2423","TA #239 WHEELER RIDGE ARVIN CA 93203 US","36.11",""
"7/2/2015","1138","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","286.50",""
"7/2/2015","1138","SQ *GOSQ.COM CRAIG JENSEN Payette ID 83661 US","25.00",""
"7/2/2015","1138","IN *EVILSIZOR PROCESS SER 303-4822965 CO 80123 US","30.00",""
"7/2/2015","1138","FLEET MANAGEMENT STRAT 999-9999999 FL 34285 US","75.00",""
"7/2/2015","1138","UTAH VALLEY URGENT CARE 801-717-3000 UT 84057 US","118.00",""
"7/2/2015","1481","THE UPS STORE 4848 PLEASANT GROV UT 84062 US","13.32",""
"7/2/2015","9122","SUNNY TRUCK AND RV WASH FOWLER CA 93625 US","30.00",""
"7/2/2015","9122","TA #186 PAROWAN PAROWAN UT 84761 US","261.72",""
"7/2/2015","9122","PETRO #347 FRANKLIN FRANKLIN KY 42134 US","540.48",""
"7/2/2015","2794","PILOT 00007740 SNOWVILLE UT 84336 US","12.80",""
"7/2/2015","2794","THE HOME DEPOT 1806 BOISE ID 83705 US","141.13",""
"7/2/2015","2794","PAYPAL *HMA PRO VPN 35314369001 00000 GB","11.52",""
"7/2/2015","2794","THE AMBER INN EDEN ID 83325 US","64.80",""
"7/2/2015","2730","NAPA AUTO PARTS 0027133 AMERICAN FORK UT 84003 US","244.69",""
"7/2/2015","2583","GPSANDTRACK 6024783303 AZ 85258 US","690.00",""
"7/2/2015","2583","OREILLY AUTO 00029629 OREM UT 84057 US","8.54",""
"7/2/2015","7952","SOUTHWES 5262122295377 800-435-9792 TX 75235 US","249.99",""
"7/2/2015","7952","DEPT OF WORKFORCE SRVC 801-526-9564 UT 84111 US","25.00",""
"7/2/2015","7952","PREPASS 800-773-7277 AZ 85003 US","35.30",""
"7/2/2015","7952","EXXONMOBIL 47263868 OREM UT 84057 US","25.00",""
"7/2/2015","7952","EXXONMOBIL 47263868 OREM UT 84057 US","20.00",""
"7/2/2015","7952","EXXONMOBIL 48075410 AMERICAN FORK UT 84003 US","10.00",""
"7/2/2015","0710","RINGCENTRAL INC 650-4724100 CA 94002 US","146.42",""
"7/2/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","59.45",""
"7/2/2015","2423","EXPEDIA*1109691503036 EXPEDIA.COM NV 89144 US","58.23",""
"7/2/2015","2423","EXPEDIA*1109693962210 EXPEDIA.COM NV 89144 US","72.47",""
"7/2/2015","2423","EXPEDIA*1109696081690 EXPEDIA.COM NV 89144 US","55.17",""
"7/2/2015","2423","OR DOT MOTOR CARRIER 503-3786699 OR 97301 US","43.40",""
"7/3/2015","1481","MACEYS PLEASANT GRO PLEASANT GROV UT 84062 US","41.48",""
"7/3/2015","7441","INL - ALBANY CORP 229-6393294 GA 31707 US","9562.21",""
"7/3/2015","2948","SEARCH LIGHT 7 801-368-5099 UT 84058 US","595.00",""
"7/3/2015","2794","SHELL OIL 57444638407 EDEN ID 83325 US","1.26",""
"7/3/2015","2794","LOVE S COUNTRY00003343 HEYBURN ID 83336 US","90.73",""
"7/3/2015","2794","LOVES TRAVEL S00053348 HEYBURN ID 83336 US","3.17",""
"7/3/2015","2583","THE HOME DEPOT 4407 LINDON UT 84042 US","23.12",""
"7/3/2015","2583","LASERLINE ALIGNMENT WEST VALLEY C UT 84170 US","867.96",""
"7/3/2015","9356","NAMIFY LLC 801-491-8068 UT 84663 US","100.18",""
"7/3/2015","9356","NAMIFY LLC 801-491-8068 UT 84663 US","131.52",""
"7/3/2015","7952","EXPEDIA*1109801747009 EXPEDIA.COM NV 89144 US","19.00",""
"7/3/2015","7952","UNITED 0167662081149 800-932-2732 TX 77002 US","262.60",""
"7/3/2015","7952","PREPASS 800-773-7277 AZ 85003 US","52.95",""
"7/3/2015","0710","GOLDEN FROG INC. 512-215-4183 TX 78746 US","14.99",""
"7/3/2015","2423","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","113.50",""
"7/4/2015","1481","MACEYS PLEASANT GROSSS PLEASANT GROV UT 84062 US","","41.48"
"7/4/2015","2794","PETERBILT OF UTAH SALT LAKE CIT UT 84104 US","4301.98",""
"7/4/2015","2794","SUSHI HOUSE LLC AMERICAN FORK UT 84003 US","55.87",""
"7/4/2015","2583","MAIN TIRE AND SERVICE SALT LAKE CIT UT 84104 US","1487.05",""
"7/4/2015","2583","MAIN TIRE AND SERVICE SALT LAKE CIT UT 84104 US","42.74",""
"7/4/2015","2583","TA #186 PAROWAN PAROWAN UT 84761 US","84.56",""
"7/4/2015","9356","PAYFLOW/PAYPAL 888-883-9770 NE 68126 US","30.00",""
"7/4/2015","9356","OFFICE DEPOT #2549 AMERICAN FORK UT 84003 US","91.87",""
"7/4/2015","7952","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","265.50",""
"7/4/2015","7952","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","257.00",""
"7/4/2015","7952","EXXONMOBIL 47263868 OREM UT 84057 US","30.00",""
"7/4/2015","2423","SUNNY TRUCK AND RV WASH FOWLER CA 93625 US","30.00",""
