"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
08/14/2015,,"Other Withdrawal GOOGLE WALLET 000529121 DEBIT",-30,6454.98,,
08/14/2015,,"Other Withdrawal GOOGLE WALLET 000529121 DEBIT",-30,6424.98,,
08/14/2015,,"Other Withdrawal GOOGLE WALLET 000529121 DEBIT",-40,6384.98,,
08/14/2015,,"Other Withdrawal GOOGLE WALLET 000529121 DEBIT",-40,6344.98,,
08/14/2015,,"Other Withdrawal GOOGLE WALLET 000529121 DEBIT",-40,6304.98,,
08/14/2015,,"Other Withdrawal CAPITAL ONE ONLINE PMT",-3000,3304.98,,
08/16/2015,,"Analysis Charge 07 2015 Charge",-11.27,3293.71,,
08/16/2015,,"Daily Ledger Bal",,3293.71,,
08/17/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1000,4293.71,,
08/17/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2000,6293.71,,
08/17/2015,,"Wire Out Garrett Barber",-1899.13,4394.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-10,4384.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-12,4372.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-30,4342.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-31,4311.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-40,4271.58,,
08/17/2015,,"Other Withdrawal GOOGLE WALLET 000529286 DEBIT",-50,4221.58,,
08/17/2015,,"Daily Ledger Bal",,4221.58,,
08/18/2015,,"Alliance Payoff MMA to LOC Sweep",-8819.28,-4597.70,,
08/18/2015,,"Other Withdrawal GOOGLE WALLET 000529390 DEBIT",-2,-4599.70,,
08/18/2015,,"Other Withdrawal GOOGLE WALLET 000529390 DEBIT",-5,-4604.70,,
08/18/2015,,"Other Withdrawal ADP TX/FINCL SVC ADP - TAX",-7.62,-4612.32,,
08/18/2015,,"Other Withdrawal GOOGLE WALLET 000529390 DEBIT",-30,-4642.32,,
08/18/2015,,"Other Withdrawal GOOGLE WALLET 000529390 DEBIT",-40,-4682.32,,
08/18/2015,,"Other Withdrawal GOOGLE WALLET 000529390 DEBIT",-40,-4722.32,,
08/18/2015,,"Other Withdrawal ADP TX/FINCL SVC ADP - TAX",-673.94,-5396.26,,
08/18/2015,,"Other Withdrawal ADP TX/FINCL SVC ADP - TAX",-2512.47,-7908.73,,
08/18/2015,,"Alliance Payoff LOC to MMA Sweep",8819.28,910.55,,
08/18/2015,,"Daily Ledger Bal",,910.55,,
08/19/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2000,2910.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-10,2900.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-12,2888.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-45,2843.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-50,2793.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-80,2713.55,,
08/19/2015,,"Other Withdrawal GOOGLE WALLET 000529684 DEBIT",-100,2613.55,,
08/19/2015,,"Daily Ledger Bal",,2613.55,,
08/20/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1005,3618.55,,
08/20/2015,,"POS Payment WAL-MART #5270 LINDON UT #7552",-4.88,3613.67,,
08/20/2015,,"POS Payment LES SCHWAB TIRES #0508 LINDON UT #7552",-231.5,3382.17,,
08/20/2015,,"Daily Ledger Bal",,3382.17,,
08/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",3200,6582.17,,
08/21/2015,,"POS Payment THE HOME DEPOT 4407 LINDON UT #7552",-22.28,6559.89,,
08/21/2015,,"POS Payment USPS 49663001534502450 OREM UT #7552",-44.49,6515.40,,
08/21/2015,,"POS Payment EXXONMOBIL 47263868 OREM UT #7552",-52,6463.40,,
08/21/2015,,"Other Withdrawal CAPITAL ONE ONLINE PMT",-2500,3963.40,,
08/21/2015,,"Daily Ledger Bal",,3963.4,,
08/24/2015,,"Rebate Prog. Credit FUEL REBATE",.91,3964.31,,
08/24/2015,,"ACH Deposit GOOGLE WALLET 000530206 REFUND",30,3994.31,,
08/24/2015,,"ACH Deposit GOOGLE WALLET 000530461 REFUND",30,4024.31,,
08/24/2015,,"Other Withdrawal GOOGLE WALLET 000530105 DEBIT",-10,4014.31,,
08/24/2015,,"Other Withdrawal GOOGLE WALLET 000530087 DEBIT",-15,3999.31,,
08/24/2015,,"Other Withdrawal GOOGLE WALLET 000530087 DEBIT",-60,3939.31,,
08/24/2015,,"Other Withdrawal ADP PAYROLL FEES ADP - FEES",-64.55,3874.76,,
08/24/2015,,"Daily Ledger Bal",,3874.76,,
