"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/16/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-19.09,13180.57,,
10/16/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,13139.07,,
10/16/2015,,"Wire Payment EFS (Coop)",-2000,11139.07,,
10/16/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2001,9138.07,,
10/16/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2801,6337.07,,
10/16/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-3000,3337.07,,
10/16/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4001,-663.93,,
10/16/2015,,"Daily Ledger Bal",,-663.93,,
10/19/2015,58008378,"Guaranteed Check",1939.5,1275.57,,
10/19/2015,7621314212,"Guaranteed Check",11000,12275.57,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1.62,12273.95,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-106.66,12167.29,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-570.87,11596.42,,
10/19/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3500,8096.42,,
10/19/2015,,"Wire Payment EFS (Coop)",-7500,596.42,,
10/19/2015,,"Daily Ledger Bal",,596.42,,
10/20/2015,7621315516,"Guaranteed Check",20000,20596.42,,
10/20/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-701,19895.42,,
10/20/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-1001,18894.42,,
10/20/2015,,"ACH Payment BEST PASS INC. PAYMENT",-1875.37,17019.05,,
10/20/2015,,"Wire Payment EFS (Coop)",-1999,15020.05,,
10/20/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2001,13019.05,,
10/20/2015,,"Daily Ledger Bal",,13019.05,,
10/21/2015,7621316953,"Guaranteed Check",10000,23019.05,,
10/21/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-501,22518.05,,
10/21/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-1001,21517.05,,
10/21/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1002,20515.05,,
10/21/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-9001,11514.05,,
10/21/2015,,"Daily Ledger Bal",,11514.05,,
10/22/2015,,"ACH Payment PREPASS 8007737277",-158.85,11355.20,,
10/22/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1003,10352.20,,
10/22/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-3001,7351.20,,
10/22/2015,,"Daily Ledger Bal",,7351.2,,
10/23/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",2548,9899.20,,
10/23/2015,7621321120,"Guaranteed Check",15000,24899.20,,
10/23/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-13.15,24886.05,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,24852.72,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,24811.22,,
10/23/2015,,"ACH Payment NATIONAL INDEMNI NATL INDEM",-1269.52,23541.70,,
10/23/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3501,20040.70,,
10/23/2015,,"Daily Ledger Bal",,20040.7,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1.73,20038.97,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-116.91,19922.06,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-609.38,19312.68,,
10/26/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2201,17111.68,,
10/26/2015,,"ACH Payment BEST PASS INC. PAYMENT",-2764.29,14347.39,,
10/26/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4001,10346.39,,
10/26/2015,,"Wire Payment EFS (Coop)",-10000,346.39,,
10/26/2015,,"Daily Ledger Bal",,346.39,,
10/27/2015,7621325600,"Guaranteed Check",15000,15346.39,,
10/27/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-101,15245.39,,
10/27/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-501,14744.39,,
10/27/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2001,12743.39,,
10/27/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-4001,8742.39,,
10/27/2015,,"Daily Ledger Bal",,8742.39,,
10/28/2015,58009287,"Guaranteed Check",538.75,9281.14,,
10/28/2015,7621327416,"Guaranteed Check",15000,24281.14,,
10/28/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,22280.14,,
10/28/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2002,20278.14,,
10/28/2015,,"Daily Ledger Bal",,20278.14,,
10/29/2015,7621328385,"Guaranteed Check",15000,35278.14,,
10/29/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-601,34677.14,,
10/29/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-2001,32676.14,,
10/29/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2005,30671.14,,
10/29/2015,,"Wire Payment EFS (Coop)",-3000,27671.14,,
10/29/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-12001,15670.14,,
10/29/2015,,"Daily Ledger Bal",,15670.14,,
10/30/2015,,"ACH Deposit MANAGEMENT SERV ONLINE TRF",712.5,16382.64,,
10/30/2015,58009487,"Guaranteed Check",2195.52,18578.16,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *9315 Transfer Online to D",13000,31578.16,,
10/30/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #5310",-11117.94,20460.22,,
10/30/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-9.69,20450.53,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-41.5,20409.03,,
10/30/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,18408.03,,
10/30/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2201,16207.03,,
10/30/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4001,12206.03,,
10/30/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-9000,3206.03,,
10/31/2015,,"Accr Earning Pymt Added to Account",1.8,3207.83,,
10/31/2015,,"Service Charge",-2,3205.83,,
10/31/2015,,"Daily Ledger Bal",,3205.83,,
11/02/2015,,"IB Transfer Deposit IB TR FROM ACCT *0199 Transfer Online to D",5351.29,8557.12,,
11/02/2015,7621344150,"Guaranteed Check",12000,20557.12,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1.65,20555.47,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-109.19,20446.28,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-580.37,19865.91,,
11/02/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1501,18364.91,,
11/02/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,16363.91,,
11/02/2015,,"Wire Payment EFS (Coop)",-10000,6363.91,,
11/02/2015,,"Daily Ledger Bal",,6363.91,,
11/03/2015,7621345255,"Guaranteed Check",20000,26363.91,,
11/03/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,24362.91,,
11/03/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,10361.91,,
11/03/2015,,"Daily Ledger Bal",,10361.91,,
11/04/2015,7621347274,"Guaranteed Check",10000,20361.91,,
11/04/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-701,19660.91,,
11/04/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,17660.91,,
11/04/2015,,"Wire Payment EFS (Coop)",-2001,15659.91,,
11/04/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,13309.91,,
11/04/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-5501,7808.91,,
11/04/2015,,"Daily Ledger Bal",,7808.91,,
