"Date","No.","Description","Debit","Credit"
"8/19/2015","7952","PROGRESSIVE *INSURANCE 800-776-4737 OH 44143 US","8543.00",""
"8/19/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/19/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/19/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/19/2015","2423","TRUCK ALIGN 253-8433353 WA 98580 US","524.00",""
"8/19/2015","2423","FEDEXOFFICE 00014134 LINCOLN NE 68516 US","20.07",""
"8/19/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 19-AUG","","4000.00"
"8/20/2015","1138","LINTON SERVICES INC 662-566-2277 MS 38801 US","300.00",""
"8/20/2015","9356","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA 98109 US","59.50",""
"8/20/2015","9356","CROSSFIT LEHI 801-6183390 UT 84043 US","100.00",""
"8/20/2015","9356","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","2.75",""
"8/20/2015","7952","EMBARK SAFETY LLC 4075367233 FL 32826 US","42.50",""
"8/20/2015","7952","WIX.COM*112092517 800-6000949 NY 10011 US","19.90",""
"8/20/2015","7952","DNH*GODADDY.COM 480-5058855 AZ 85260 US","15.17",""
"8/20/2015","2423","FEDEXOFFICE 00005223 KNOXVILLE TN 37922 US","14.24",""
"8/20/2015","2423","TA #187 BURNS BURNS WY 82053 US","59.32",""
"8/20/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 20-AUG","","5000.00"
"8/21/2015","9356","SQ *J DAWGS American Fork UT 84003 US","14.00",""
"8/21/2015","9356","HOLIDAY OIL # 54 PLEASANT GROV UT 84062 US","3.07",""
"8/21/2015","7952","UTAH CORPORATIONS REG 801-530-6431 UT 84114 US","48.00",""
"8/21/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/21/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/21/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","19.95",""
"8/22/2015","9356","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","87.00",""
"8/22/2015","7952","VIRTUALPOSTMAIL.COM 909-235-6245 CA 91789 US","","0.03"
"8/24/2015","8673","DAT SOLUTIONS 800-328-530 800-3285302 OR 97008 US","149.00",""
"8/24/2015","7952","WIX.COM*112202289 800-6000949 NY 10011 US","12.95",""
"8/24/2015","7952","WIX.COM*112188867 800-6000949 NY 10011 US","10.95",""
"8/24/2015","0710","ZOHO CORPORATION 925-9249500 CA 94588 US","20.00",""
"8/24/2015","0106","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","81.50",""
"8/24/2015","9356","DNH*GODADDY.COM 480-5058855 AZ 85260 US","15.17",""
"8/24/2015","7952","WIX.COM*112209227 800-6000949 NY 10011 US","2.99",""
"8/24/2015","7952","WIX.COM*112222239 800-6000949 NY 10011 US","4.95",""
"8/25/2015","2583","OR MOTOR CARRIER DIV 503-3786699 OR 97301 US","85.82",""
"8/25/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/25/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
"8/25/2015","0710","WIX.COM*112235743 800-6000949 NY 10011 US","15.95",""
"8/25/2015","9356","CAPITAL ONE ONLINE PYMT AuthDate 25-AUG","","10000.00"
"8/26/2015","7952","GREYHOUND LINES CNP 214-849-8966 TX 75201 US","199.50",""
"8/26/2015","7952","POSTSCAN MAIL 800-6245866 CA 92801 US","24.90",""
