"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
12/04/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-18.94,57461.40,,
12/04/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,57426.22,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4828 Transfer Online from",-3328.7,54097.52,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4846 Transfer Online from",-3328.7,50768.82,,
12/04/2015,,"IB Transfer W/D IB TR TO ACCT *4855 Transfer Online from",-3328.7,47440.12,,
12/04/2015,,"Daily Ledger Bal",,47440.12,,
12/07/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",3328.7,50768.82,,
12/07/2015,58012872,"Guaranteed Check",6724.94,57493.76,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.14,57492.62,,
12/07/2015,,"ACH Payment ADP Tax/401k Tax/401k",-72.93,57419.69,,
12/07/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-405.75,57013.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1401,55612.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2001,53611.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2401,51210.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-2901,48309.94,,
12/07/2015,,"IB Transfer W/D IB TR TO ACCT *0172 Transfer Online from",-3328.7,44981.24,,
12/07/2015,,"Wire Payment EFS (Coop)",-15000,29981.24,,
12/07/2015,,"Daily Ledger Bal",,29981.24,,
12/08/2015,58013092,"Guaranteed Check",1326.75,31307.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-801,30506.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1200,29306.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1901,27405.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-3001,24404.99,,
12/08/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-6000,18404.99,,
12/08/2015,,"Daily Ledger Bal",,18404.99,,
12/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",44471.84,62876.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-605,62271.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2101,60170.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,57820.83,,
12/09/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-3001,54819.83,,
12/09/2015,,"Daily Ledger Bal",,54819.83,,
12/10/2015,58013296,"Guaranteed Check",219.74,55039.57,,
12/10/2015,,"POS Payment SIG IDENTITY INSURANCE SER 866-337-6321 CA #5749",-2271.8,52767.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-501,52266.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-3001,49265.77,,
12/10/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,35264.77,,
12/10/2015,,"Transfer Withdrawal Transfer to Arrowhead Freight *4837",-3328.7,31936.07,,
12/10/2015,,"Daily Ledger Bal",,31936.07,,
12/11/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #1615",-3922.12,28013.95,,
12/11/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-20.44,27993.51,,
12/11/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,27958.33,,
12/11/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-980,26978.33,,
12/11/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1201,25777.33,,
12/11/2015,,"Daily Ledger Bal",,25777.33,,
12/14/2015,58013508,"Guaranteed Check",1967,27744.33,,
12/14/2015,7621382355,"Guaranteed Check",50000,77744.33,,
12/14/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #6374",-864.8,76879.53,,
12/14/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.66,76877.87,,
12/14/2015,,"ACH Payment ADP Tax/401k Tax/401k",-107.45,76770.42,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-201,76569.42,,
12/14/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-583.68,75985.74,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1501,74484.74,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,72483.74,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2201,70282.74,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2301,67981.74,,
12/14/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-4401,63580.74,,
12/14/2015,,"Wire Payment EFS (Coop)",-24000,39580.74,,
12/14/2015,,"Daily Ledger Bal",,39580.74,,
12/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",32423.4,72004.14,,
12/15/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #9726",-475.53,71528.61,,
12/15/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-1650,69878.61,,
12/15/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,67528.61,,
12/15/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3401,64127.61,,
12/15/2015,,"Analysis Charge "11 2015 Charge"",-340.66,63786.95,,
12/15/2015,,"Daily Ledger Bal",,63786.95,,
12/16/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",25254,89040.95,,
12/16/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2001,87039.95,,
12/16/2015,,"Daily Ledger Bal",,87039.95,,
12/17/2015,7621387314,"Guaranteed Check",50000,137039.95,,
12/17/2015,,"POS Payment SIG PROGRESSIVE *INSURANCE 800-776-4737 OH #6440",-846.2,136193.75,,
12/17/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1300,134893.75,,
12/17/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3001,131892.75,,
12/17/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-14001,117891.75,,
12/17/2015,,"Daily Ledger Bal",,117891.75,,
12/18/2015,58014115,"Guaranteed Check",2114.75,120006.50,,
12/18/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",4617,124623.50,,
12/18/2015,,"ACH Payment TRANSFLO EXPRESS PAYABLES DYNAMICS EFT DEPOS",-4.99,124618.51,,
12/18/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,124583.33,,
12/18/2015,,"ACH Payment BEST PASS INC. PAYMENT",-1680.92,122902.41,,
12/18/2015,,"Daily Ledger Bal",,122902.41,,
12/21/2015,58014239,"Guaranteed Check",1061.59,123964.00,,
12/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",4263.3,128227.30,,
12/21/2015,,"POS Payment SIG NATIONAL INDEMNITY CO 08669205220 NE #6721",-4368.29,123859.01,,
12/21/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-1.93,123857.08,,
12/21/2015,,"ACH Payment ADP Tax/401k Tax/401k",-124.29,123732.79,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-251,123481.79,,
12/21/2015,,"ACH Payment ADP EEPAY/GARNWC EEPAY/GARN",-673.34,122808.45,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-881,121927.45,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-2201,119726.45,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-3001,116725.45,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *0306 Transfer Online from",-6001,110724.45,,
12/21/2015,,"IB Transfer W/D IB TR TO ACCT *9306 Transfer Online from",-21001,89723.45,,
12/21/2015,,"Wire Payment EFS (Coop)",-26000,63723.45,,
12/21/2015,,"Daily Ledger Bal",,63723.45,,
12/22/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",20504.7,84228.15,,
12/22/2015,,"ACH Payment PREPASS 8007737277",-158.85,84069.30,,
12/22/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-310,83759.30,,
12/22/2015,,"ACH Payment NATIONAL INDEMNI NATL INDEM",-2577.52,81181.78,,
12/22/2015,,"Daily Ledger Bal",,81181.78,,
12/23/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",1887.3,83069.08,,
12/23/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-1201,81868.08,,
12/23/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-2401,79467.08,,
12/23/2015,,"Daily Ledger Bal",,79467.08,,
12/24/2015,58014680,"Guaranteed Check",3137.82,82604.90,,
12/24/2015,,"IB Transfer Deposit IB TR FROM ACCT *0172 Transfer Online to D",17172.9,99777.80,,
12/24/2015,,"IB Transfer W/D IB TR TO ACCT *0108 Transfer Online from",-650,99127.80,,
12/24/2015,,"IB Transfer W/D IB TR TO ACCT *0817 Transfer Online from",-750,98377.80,,
12/24/2015,,"IB Transfer W/D IB TR TO ACCT *9315 Transfer Online from",-2350,96027.80,,
12/24/2015,,"Wire Payment EFS (Coop)",-4000,92027.80,,
12/24/2015,,"Daily Ledger Bal",,92027.8,,
12/28/2015,,"Memo Post Dep* 0 8000 TCH MoneyCode - -PROD1585500",2491.51,94519.31,,
12/28/2015,,"Memo Post W/D IB TRANSFER TO *0108",-430,94089.31,,
12/28/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-35.18,94054.13,,
12/28/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,94020.80,,
12/28/2015,,"ACH Payment PEGASUS TRANS TE PAYABLES DYNAMICS EFT DEPOS",-15,94005.80,,
